indicator,fr,es
"A l'antenne, programmes divertissement, part des femmes","A l'antenne, programmes divertissement, part de femmes","Programas de diversión en antena, porcentaje de mujeres"
"A l'antenne, programmes sport, part des femmes","A l'antenne, programmes sport, part de femmes","Programas deportivos en antena, porcentaje de mujeres"
"Bénéficiaires des aides à l'écriture d'œuvres musicales accordées par le ministère de la Culture, part des femmes","Bénéficiaires des aides à l'écriture d'œuvres musicales accordées par le ministère de la Culture, part de femmes","Beneficiarios ayudas a la escrituras de obra musicales, Ministerio de la cultura, porcentaje de mujeres"
"Bénéficiaires des aides à l'écriture dramatique accordées par le ministère de la Culture, part des femmes","Bénéficiaires des aides à l'écriture dramatique accordées par le ministère de la Culture, part de femmes","Beneficiarios ayudas a la escrituras de obra dramáticas, Ministerio de la cultura, porcentaje de mujeres"
"Bénéficiaires des aides déconcentrées pour la danse accordées par le ministère de la Culture, part des femmes","Bénéficiaires des aides déconcentrées pour la danse accordées par le ministère de la Culture, part de femmes","Beneficiarios ayudas a la escrituras de obra dramáticas, Ministerio de la cultura, porcentaje de mujeres"
"Bénéficiaires des aides déconcentrées pour la musique accordées par le ministère de la Culture, part des femmes","Bénéficiaires des aides déconcentrées pour la musique accordées par le ministère de la Culture, part de femmes","Beneficiarios ayudas a la música, Ministerio de la cultura, porcentaje de mujeres"
"Bénéficiaires des aides déconcentrées pour le théâtre accordées par le ministère de la Culture, part des femmes","Bénéficiaires des aides déconcentrées pour le théâtre accordées par le ministère de la Culture, part de femmes","Beneficiarios ayudas al teatro, Ministerio de la cultura, porcentaje de mujeres"
"Bénéficiaires des aides à la création artistique accordées par le ministère de la Culture, part des femmes","Bénéficiaires des aides à la création artistique accordées par le ministère de la Culture, part de femmes","Beneficiarios ayudas a la creación artística, Ministerio de la cultura, porcentaje de mujeres"
"Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Arts et bibliophilie, part des femmes","Bénéficiaires des aides accordées par le Centre national du livre - Arts et bibliophilie, part de femmes",Beneficiarios ayudas acordadas por el Centro nacional del libro - Artes y bibliofilia porcentaje de mujeres
"Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Bande dessinée, part des femmes","Bénéficiaires des aides accordées par le Centre national du livre - Bande dessinée, part de femmes","Beneficiarios ayudas acordadas por el Centro nacional del libro - Banda dibujada, porcentaje de mujeres"
"Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Histoire et shs, part des femmes","Bénéficiaires des aides accordées par le Centre national du livre - Histoire et shs, part de femmes",Beneficiarios ayudas acordadas por el Centro nacional del libro - Historia y Humanidades porcentaje de mujeres
"Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Jeunesse, part des femmes","Bénéficiaires des aides accordées par le Centre national du livre - Jeunesse, part de femmes","Beneficiarios ayudas acordadas por el Centro nacional del libro - Juventud, porcentaje de mujeres"
"Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Littérature scientifique et technique, part des femmes","Bénéficiaires des aides accordées par le Centre national du livre - Littérature scientifique et technique, part de femmes","Beneficiarios ayudas acordadas por el Centro nacional del libro - Literatura científica y técnica, porcentaje de mujeres"
"Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Littératures étrangères, part des femmes","Bénéficiaires des aides accordées par le Centre national du livre - Littératures étrangères, part de femmes","Beneficiarios ayudas acordadas por el Centro nacional del libro - Literatura extranjera, porcentaje de mujeres"
"Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Philosophie, part des femmes","Bénéficiaires des aides accordées par le Centre national du livre - Philosophie, part de femmes","Beneficiarios ayudas acordadas por el Centro nacional del libro - Filosofía, porcentaje de mujeres"
"Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Poésie, part de femmes","Bénéficiaires des aides accordées par le Centre national du livre - Poésie, part de femmes","Beneficiarios ayudas acordadas por el Centro nacional del libro -Poesía, porcentaje de mujeres"
"Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Roman, part des femmes","Bénéficiaires des aides accordées par le Centre national du livre - Roman, part de femmes","Beneficiarios ayudas acordadas por el Centro nacional del libro- Romance, porcentaje de mujeres"
"Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Théâtre, part des femmes","Bénéficiaires des aides accordées par le Centre national du livre - Théâtre, part de femmes","Beneficiarios ayudas acordadas por el Centro nacional del libro - Teatro, porcentaje de mujeres"
Centre national du livre (CNL)- assistance culturelle- Montant moyen des aides accordées aux femmes par rapport aux hommes- assistance culturelle,Centre national du livre - assistance culturelle- Montant moyen des aides accordées aux femmes par rapport aux hommes,Centro nacional del libro - asistencia cultural - Cantidad media de ayudas acordadas a mujeres en relación a hombres
Centre national du livre (CNL)- bourses- Montant moyen des aides accordées aux femmes par rapport aux hommes,Centre national du livre - bourses- Montant moyen des aides accordées aux femmes par rapport aux hommes,Centro nacional del libro - becas -Cantidad media de ayuda a mujeres en relacion a hombres
Centre national du livre (CNL)- bourses de résidence- Montant moyen des aides accordées aux femmes par rapport aux hommes,Centre national du livre - bourses de résidence - Montant moyen des aides accordées aux femmes par rapport aux hommes,Centro nacional del libro - becas de residencia - Cantidad media de ayudas acordadas a mujeres en relación a hombres
Centre national du livre (CNL)- bourses de traduction- Montant moyen des aides accordées aux femmes par rapport aux hommes,Centre national du livre - bourses de traduction - Montant moyen des aides accordées aux femmes par rapport aux hommes,Centro nacional del libro - becas de traducción - Cantidad media de ayudas acordadas a mujeres en relación a hombres
Centre national du livre (CNL)- traducteurs étrangers  Montant moyen des aides accordées aux femmes par rapport aux hommes,Centre national du livre - traductions étrangères - Montant moyen des aides accordées aux femmes par rapport aux hommes,Centro nacional del libro - traducción extranjera - Cantidad media de ayudas acordadas a mujeres en relación a hombres
Centre national du livre (CNL)- assistance culturelle- Montant moyen des aides accordées aux femmes par rapport aux hommes,Centre national du livre - assistance culturelle - Montant moyen des aides accordées aux femmes par rapport aux hommes,Centro nacional del libro - asistencia cultural - Cantidad media de ayudas acordadas a mujeres en relación a hombres
Centre national du livre (CNL)- Montant moyen des aides accordées aux femmes par rapport aux hommes- bourses,Centre national du livre- bourses - Montant moyen des aides accordées aux femmes par rapport aux hommes,Centro nacional del libro - becas- Cantidad media de ayudas acordadas a mujeres en relación a hombres
Centre national du livre (CNL)- Montant moyen des aides accordées aux femmes par rapport aux hommes- bourses de résidence,Centre national du livre - bourses de résidence- Montant moyen des aides accordées aux femmes par rapport aux hommes,Centro nacional del libro - becas de residencia - Cantidad media de ayudas acordadas a mujeres en relación a hombres
Centre national du livre (CNL)- Montant moyen des aides accordées aux femmes par rapport aux hommes- bourses de traduction,Centre national du livre - bourses de traduction- Montant moyen des aides accordées aux femmes par rapport aux hommes,Centro nacional del libro - becas de traducción - Cantidad media de ayudas acordadas a mujeres en relación a hombres
Centre national du livre (CNL)- Montant moyen des aides accordées aux femmes par rapport aux hommes- traducteurs étrangers,Centre national du livre - traductions étrangères  Montant moyen des aides accordées aux femmes par rapport aux hommes,Centro nacional del libro - traducción extranjera - Cantidad media de ayudas acordadas a mujeres en relación a hombres
"Mis en scène des spectacles jeune public des théâtres nationaux, part de femmes ","Mise en scène de spectacles jeune public des théâtres nationaux, part de femmes","Puesta en escena de espectáculos de público joven de teatros nacionale, porcentaje de mujeres"
"Mis en scène des spectacles jeune public des centres dramatiques nationaux et régionaux, part de femmes ","Mise en scène de spectacles jeune public des centres dramatiques nationaux et régionaux, part de femmes","Puesta en escena de espectáculos de público joven de centros dramáticos nacionales y regionales, porcentaje de mujeres"
"Mis en scène des spectacles jeune public des scènes nationales, part de femmes ","Mise en scène de spectacles jeune public - scènes nationales, part de femmes","Puesta en escena de espectáculos de público joven - escenas nacionales, porcentaje de mujeres"
"Mis en scène des spectacles jeune public des scènes conventionnées, part de femmes ","Mise en scène de spectacles jeune public - scènes conventionnées, part de femmes","Puesta en escena de espectáculos de público joven- escenas convencionales, porcentaje de mujeres"
"Mis en scène des spectacles jeune public des pôles nationaux des arts du cirque, part de femmes ","Mise en scène de spectacles jeune public - pôles nationaux des arts du cirque, part de femmes","Puesta en escena de espectáculo de público joven - polos nacionales y arte circenses, porcentaje de mujeres"
"Mis en scène des spectacles jeune public des centres de développement chorégraphiques, part de femmes ","Mise en scène de spectacles jeune public des centres de développement chorégraphiques, part de femmes","Puesta en escena de espetáculos de público joven -centros de desarrollo coreográficos, porcentaje de mujeres"
"Mis en scène des spectacles jeune public, ensemble, part de femmes ","Mise en scène de spectacles jeune public, ensemble, part de femmes","Puesta en escena de espectáculos de público joven - conjunto, porcentaje de mujeres"
"Ecriture des spectacles des théâtres nationaux, part de femmes ","Ecriture de spectacles - théâtres nationaux, part de femmes","Escritura de espectáculos- teatros nacionales, porcentaje de mujeres"
"Adaptation des spectacles des théâtres nationaux, part de femmes ","Adaptation de spectacles - théâtres nationaux, part de femmes","Adaptación de espectáculos - teatros nacionales, porcentaje de mujeres"
"Traduction des spectacles des théâtres nationaux, part de femmes ","Traduction de spectacles - théâtres nationaux, part de femmes","Traducción de espectáculos - teatros nacionales, porcentaje de mujeres"
"Mise en scène des spectacles des théâtres nationaux, part de femmes ","Mise en scène de spectacles - théâtres nationaux, part de femmes","Puesta en escena de espectáculos -teatros nacionales, porcentaje de mujeres"
"Scénographie des spectacles des théâtres nationaux, part de femmes ","Scénographie de spectacles - théâtres nationaux, part de femmes","Escenografía de espectáculos - teatros nacionales, porcentaje de mujeres"
"Chorégraphie des spectacles des théâtres nationaux, part de femmes ","Chorégraphie de spectacles - théâtres nationaux, part de femmes","Coreografía de espectáculos - teatros nacionales, porcentaje de mujeres"
"Ecriture des spectacles des centres dramatiques nationaux et régionaux, part de femmes","Ecriture de spectacles - centres dramatiques nationaux et régionaux, part de femmes","Escritura de espectáculos- centros dramáticos nacionales y regionales, porcentaje de mujeres"
"Adaptation des spectacles des centres dramatiques nationaux et régionaux, part de femmes","Adaptation de spectacles - centres dramatiques nationaux et régionaux, part de femmes","Adaptación de espectáculos - centros dramáticos nacionales y regionales, porcentaje de mujeres"
"Traduction des spectacles des centres dramatiques nationaux et régionaux, part de femmes","Traduction de spectacles - centres dramatiques nationaux et régionaux, part de femmes","Traducción de espectáculos - centros dramáticos nacionales y regionales, porcentaje de mujeres"
"Mise en scène des spectacles des centres dramatiques nationaux et régionaux, part de femmes","Mise en scène de spectacles - centres dramatiques nationaux et régionaux, part de femmes","Puesta en escena de escena - centros dramáticos nacionales y regionales, porcentaje de mujeres"
"Scénographie des spectacles des centres dramatiques nationaux et régionaux, part de femmes","Scénographie de spectacles - centres dramatiques nationaux et régionaux, part de femmes","Escenografía de espectáculos - centros dramáticos nacionales y regionales, porcentaje de mujeres"
"Chorégraphie des spectacles des centres dramatiques nationaux et régionaux, part de femmes","Chorégraphie de spectacles - centres dramatiques nationaux et régionaux, part de femmes","Coreografía de espectáculos - centros dramáticos  nacionales y regionales, porcentaje de mujeres"
"Ecriture des spectacles des scènes nationales, part de femmes","Ecriture de spectacles - scènes nationales, part de femmes","Escritura de espectáculos - escenas nacionales, porcentaje de mujeres"
"Adaptation des spectacles des scènes nationales, part de femmes","Adaptation de spectacles - scènes nationales, part de femmes","Adaptación de espectáculos - escenas nacionales, porcentaje de mujeres"
"Traduction des spectacles des scènes nationales, part de femmes","Traduction de spectacles - scènes nationales, part de femmes","Traducción de espectáculos - escenas nacionales, porcentaje de mujeres"
"Mise en scène des spectacles des scènes nationales, part de femmes","Mise en scène de spectacles - scènes nationales, part des femmes","Puesta en escenas - escenas nacionales, porcentaje de mujeres"
"Scénographie des spectacles des scènes nationales, part de femmes","Scénographie de spectacles - scènes nationales, part de femmes","Escenografía de espectáculos - escenas nacionales, porcentaje de mujeres"
"Chorégraphie des spectacles des scènes nationales, part de femmes","Chorégraphie de spectacles - scènes nationales, part de femmes","Coreografía de espectáculos - escenas nacionales, porcentaje de mujeres"
"Ecriture des spectacles des scènes conventionnées, part de femmes","Ecriture de spectacles - scènes conventionnées, part de femmes","Escritura de espectáculos - escenas acordadas, porcentaje de mujeres"
"Adaptation des spectacles des scènes conventionnées, part de femmes","Adaptation de spectacles - scènes conventionnées, part de femmes","Adaptación de espectáculos - escenas acordadas, porcentaje de mujeres"
"Traduction des spectacles des scènes conventionnées, part de femmes","Traduction de spectacles - scènes conventionnées, part de femmes","Traducción de espectáculos - escenas acordadas, porcentaje de mujeres"
"Mise en scène des spectacles des scènes conventionnées, part de femmes","Mise en scène de spectacles - scènes conventionnées, part de femmes","Puesta en escena de espectáculos - escenas acordadas, porcentaje de mujeres"
"Scénographie des spectacles des scènes conventionnées, part de femmes","Scénographie de spectacles - scènes conventionnées, part de femmes","Escenografía de epectáculos - escenas acordadas, porcentaje de mujeres"
"Chorégraphie des spectacles des scènes conventionnées, part de femmes","Chorégraphie de spectacles - scènes conventionnées, part de femmes","Coreografíia de espectáculos - escenas acordada, porcentaje de mujeres"
"Ecriture des spectacles des pôles nationaux des arts du cirque, part de femmes","Ecriture de spectacles - pôles nationaux des arts du cirque, part de femmes","Escritura de espectáculos - polos nacionales de arte circense, porcentaje de mujeres"
"Adaptation des spectacles des pôles nationaux des arts du cirque, part de femmes","Adaptation de spectacles - pôles nationaux des arts du cirque, part de femmes","Adaptación de espectáculos - polos nacionales de arte circence, porcentaje de mujeres"
"Traduction des spectacles des pôles nationaux des arts du cirque, part de femmes","Traduction de spectacles - pôles nationaux des arts du cirque, part de femmes","Traducción de espectáculos - polos nacionales de arte circense, porcentaje de mujeres"
"Mise en scène des spectacles des pôles nationaux des arts du cirque, part de femmes","Mise en scène de spectacles - pôles nationaux des arts du cirque, part de femmes","Puesta en escena de escena - polos nacionales de arte circense, porcentaje de mujeres"
"Scénographie des spectacles des pôles nationaux des arts du cirque, part de femmes","Scénographie de spectacles - pôles nationaux des arts du cirque, part de femmes","Escenografía de espectáculos -polos nacionales de arte circense, porcentaje de mujeres"
"Chorégraphie des spectacles des pôles nationaux des arts du cirque, part de femmes","Chorégraphie de spectacles - pôles nationaux des arts du cirque, part de femmes","Coreografía de espectáculos - polos nacionales de arte circense, porcentaje de mujeres"
"Ecriture des spectacles des centres de développement chorégraphiques, part de femmes","Ecriture de spectacles - centres de développement chorégraphiques, part de femmes","Escritura de espectáculos - centros de desarrollo coreográficos, porcentaje de mujeres"
"Mise en scène des spectacles des centres de développement chorégraphiques, part de femmes","Mise en scène de spectacles - centres de développement chorégraphiques, part de femmes","Puesta en escena de escena - centros de desarrollo coreográficos, porcentaje de mujeres"
"Scénographie des spectacles des centres de développement chorégraphiques, part de femmes","Scénographie de spectacles - centres de développement chorégraphiques, part de femmes","Escenografía de espectáculos - centros de desarrollo coreográficos, porcentaje de mujeres"
"Chorégraphie des spectacles des centres de développement chorégraphiques, part de femmes","Chorégraphie de spectacles - centres de développement chorégraphiques, part de femmes","Coreografía de espectáculos - centros de desarrollo coreográficos, porcentaje de mujeres"
"Ecriture des spectacles tous lieux confondus, part de femmes","Ecriture de spectacles tous lieux confondus, part de femmes","Escritura de espectáculos  todos los lugares mezclados, porcentaje de mujeres"
"Adaptation des spectacles tous lieux confondus, part de femmes","Adaptation de spectacles  tous lieux confondus, part de femmes","Adaptación de espectáculos  todos los lugares mezclados, porcentaje de mujeres"
"Traduction des spectacles tous lieux confondus, part de femmes","Traduction de spectacles tous lieux confondus, part de femmes","Traducción de espetáculos  todos los lugares mezclados, porcentaje de mujeres"
"Mise en scène des spectacles tous lieux confondus, part de femmes","Mise en scène de spectacles tous lieux confondus, part de femmes","Puesta en escena de espectáculos - todos los lugares mezclados, porcentaje de mujeres"
"Scénographie des spectacles tous lieux confondus, part de femmes","Scénographie de spectacles tous lieux confondus, part de femmes","Escenografía de espectáculos todos los lugares mezclados, porcentaje de mujeres"
"Chorégraphie des spectacles tous lieux confondus, part de femmes","Chorégraphie de spectacles tous lieux confondus, part de femmes","Coreografía de espectáculos todos los lugares mezclados, porcentaje de mujeres"
"Représentations dans des lieux musicaux, part des femmes","Représentations dans des lieux musicaux, part de femmes","Representaciones en lugares musicales, porcentaje de mujeres"
"Spectacles dans des lieux musicaux, part des femmes","Spectacles dans des lieux musicaux, part de femmes","Espectáculos en lugares musicales, porcentaje de mujeres"
"Spectacles jeune public dans des lieux musicaux, part des femmes","Spectacles jeune public dans des lieux musicaux, part de femmes","Espectáculos de público joven en lugares musicales, porcentaje de mujeres"
"Métiers d'art, revenu médian des femmes par rapport aux hommes","Métiers d'art, revenu médian des femmes par rapport à celui des hommes",
"Compositeur·rice·s musicaux·ales et chorégraphes, revenu médian des femmes par rapport aux hommes","Compositeur·rice·s musicaux·ales et chorégraphes, revenu médian des femmes par rapport à celui des hommes",
"Dessinateur·rice·s, revenu médian des femmes par rapport aux hommes","Dessinateur·rice·s, revenu médian des femmes par rapport à celui des hommes",
"Part des femmes parmi les artistes exposé·e·s dans les centres d'art contemporain ","Artistes exposé·e·s dans les centres d'art contemporain, part de femmes",
"Part des femmes parmi les artistes exposé·e·s dans les fonds régionaux d'art contemporain ","Artistes exposé·e·s dans les fonds régionaux d'art contemporain, part de femmes",
"Peintres, revenu médian des femmes par rapport aux hommes","Peintres, revenu médian des femmes par rapport à celui des hommes",
"Illustrateur·rice·s, revenu médian des femmes par rapport aux hommes","Illustrateur·rice·s, revenu médian des femmes par rapport à celui des hommes",
"Etudiant·e·s des écoles de l'enseignement supérieur - Arts Plastiques, part de femme","Etudiant·e·s des écoles de l'enseignement supérieur - Arts Plastiques, part de femmes",
"Graphistes, revenu médian des femmes par rapport aux hommes","Graphistes, revenu médian des femmes par rapport à celui des hommes",
"Compositeur·rice·s musicaux·ales, sociétaires de la SACEM, part de femmes","Compositeur·rice·s musicaux·ales, sociétaires de la SACEM, part de femmes",
"Compositeur·rice·s musicaux·ales et chorégraphes affilié·es à l'Agessa, part de femmes","Compositeur·rice·s musicaux·ales et chorégraphes affilié·es à l'Agessa, part de femmes",
"Ensemble artistes auteur·e·s affilié·e·s à la Maison des artistes, revenu médian des femmes par rapport aux hommes","Ensemble artistes auteur·e·s affilié·e·s à la Maison des artistes, revenu médian des femmes par rapport à celui des hommes",
"Sculpteur·rice·s, revenu médian des femmes par rapport aux hommes","Sculpteur·rice·s, revenu médian des femmes par rapport à celui des hommes",
"Artistes plasticien·ne·s, revenu médian des femmes par rapport aux hommes","Artistes plasticien·ne·s, revenu médian des femmes par rapport à celui des hommes",
"Part des femmes parmi les commissaires d'expositions de quelques grandes expositions","Part des femmes parmi les commissaires d'expositions de quelques grandes expositions",
"Artistes exposé·e·s dans les centres d’art contemporain, part des femmes ","Artistes exposé·e·s dans les centres d’art contemporain, part des femmes ",
"Acquisitions fonds régionaux d’art contemporain (frac), part des œuvres de femmes","Acquisitions fonds régionaux d’art contemporain, part des œuvres de femmes",
"Artistes exposé·e·s dans les fonds régionaux d’art contemporain, part des femmes","Artistes exposé·e·s dans les fonds régionaux d’art contemporain, part des femmes",
"Artistes exposé·e·s dans les fonds régionaux d’art contemporain, part des femmes ","Artistes exposé·e·s dans les fonds régionaux d’art contemporain, part des femmes ",
"Acquisitions Fonds national d’art contemporain (fnac), part des œuvres de femmes","Acquisitions Fonds national d’art contemporain, part des œuvres de femmes",
"Commissaires d’expositions de quelques grandes expositions, part des femmes","Commissaires d’expositions de quelques grandes expositions, part des femmes",
"Acquisitions fonds national d’art contemporain (fnac), part des œuvres de femmes","Acquisitions fonds national d’art contemporain, part des œuvres de femmes",
"Présentateurs, France Musique, part de femmes","Présentateurs·rice·s, France Musique, part de femmes",
"Présentateurs, Europe 1, part de femmes","Présentateurs·rice·s, Europe 1, part de femmes",
"Experts, TF1, part de femmes","Experts, TF1, part de femmes",
"Présentateurs, RTL, part de femmes","Présentateurs·rice·s, RTL, part de femmes",
"A l'antenne, programmes information, part de femmes","A l'antenne, programmes information, part de femmes",
"Experts, France Musique, part de femmes","Expert·e·s, France Musique, part de femmes",
"Experts, France Culture, part de femmes","Expert·e·s, France Culture, part de femmes",
"Experts, Paris Première, part de femmes","Expert·e·s, Paris Première, part de femmes",
"Experts, RTL, part de femmes","Expert·e·s, RTL, part de femmes",
"Journalistes, France Musique, part de femmes","Journalistes, France Musique, part de femmes",
"A l'antenne, magazines et documentaires, part de femmes","A l'antenne, magazines et documentaires, part de femmes",
"Présentateurs, RFI, part de femmes","Présentateurs·rice·s, RFI, part de femmes",
"Experts, France 5, part de femmes","Expert·e·s, France 5, part de femmes",
"Présentateurs, France inter, part de femmes","Présentateurs·rice·s, France inter, part de femmes",
"Journalistes, France Info, part de femmes","Journalistes, France Info, part de femmes",
"Journalistes, RFI, part de femmes","Journalistes, RFI, part de femmes",
"Experts, M6 part de femmes","Expert·e·s, M6 part de femmes",
"Journalistes, Europe 1, part de femmes","Journalistes, Europe 1, part de femmes",
"Experts dans la presse nationale pendant le premier confinement, part de femmes","Expert·e·s dans la presse nationale pendant le premier confinement, part de femmes",
"Présentateurs, France Info, part de femmes","Présentateurs·rice·s, France Info, part de femmes",
"Experts, France 3, part de femmes","Expert·e·s, France 3, part de femmes",
"Présentateurs, RMC, part de femmes","Présentateurs·rice·s, RMC, part de femmes",
"Experts, RFI, part de femmes","Expert·e·s, RFI, part de femmes",
"Journalistes, France Culture, part de femmes","Journalistes, France Culture, part de femmes",
"Experts, Canal+, part de femmes","Expert·e·s, Canal+, part de femmes",
"Télévision, programmes diffusés aux heures de forte audience, part de femmes","Télévision, programmes diffusés aux heures de forte audience, part de femmes",
"A la une des journaux pendant le premier confinement, part de femmes","A la une des journaux pendant le premier confinement, part de femmes",
"A l'antenne, programmes divertissement, part de femmes","A l'antenne, programmes divertissement, part de femmes",
"Présentateurs, France Culture, part de femmes","Présentateurs·rice·s, France Culture, part de femmes",
"Experts, RMC, part de femmes","Expert·e·s, RMC, part de femmes",
"Experts, France inter, part de femmes","Expert·e·s, France inter, part de femmes",
"Experts, France 2, part de femmes","Expert·e·s, France 2, part de femmes",
"A l'antenne, programmes fiction, part de femmes","A l'antenne, programmes fiction, part de femmes",
"Experts, France Info, part de femmes","Expert·e·s, France Info, part de femmes",
"Experts, Europe 1, part de femmes","Expert·e·s, Europe 1, part de femmes",
"Journalistes, RMC, part de femmes","Journalistes, RMC, part de femmes",
"Journalistes, France inter, part de femmes","Journalistes, France inter, part de femmes",
"A l'antenne, programmes sport, part de femmes","A l'antenne, programmes sport, part de femmes",
"Journalistes, RTL, part de femmes","Journalistes, RTL, part de femmes",
"Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Littératures étrangères, part de femmes","Bénéficiaires des aides accordées par le Centre national du livre - Littératures étrangères, part de femmes",
"Bénéficiaires des aides à la création artistique accordées par le ministère de la Culture, part de femmes","Bénéficiaires des aides à la création artistique accordées par le ministère de la Culture, part de femmes",
"Bénéficiaires des aides déconcentrées pour la danse accordées par le ministère de la Culture, part de femmes","Bénéficiaires des aides deconcentrées pour la danse accordées par le ministère de la Culture, part de femmes",
"Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Roman, part de femmes","Bénéficiaires des aides accordées par le Centre national du livre - Roman, part de femmes",
"Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Littérature scientifique et technique, part de femmes","Bénéficiaires des aides accordées par le Centre national du livre - Littérature scientifique et technique, part de femmes",
"Bénéficiaires des aides déconcentrées pour la musique accordées par le ministère de la Culture, part de femmes","Bénéficiaires des aides déconcentrées pour la musique accordées par le ministère de la Culture, part de femmes",
"Bénéficiaires des aides déconcentrées pour le théâtre accordées par le ministère de la Culture, part de femmes","Bénéficiaires des aides déconcentrées pour le théâtre accordées par le ministère de la Culture, part de femmes",
"Bénéficiaires des aides accordées par le Centre national du livre - Poésie, part de femmes","Bénéficiaires des aides accordées par le Centre national du livre - Poésie, part de femmes",
"Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Arts et bibliophilie, part de femmes","Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Arts et bibliophilie, part de femmes",
"Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Philosophie, part de femmes","Bénéficiaires des aides accordées par le Centre national du livre - Philosophie, part de femmes",
"Bénéficiaires des aides à l'écriture dramatique accordées par le ministère de la Culture, part de femmes","Bénéficiaires des aides à l'ecriture dramatique accordées par le ministère de la Culture, part de femmes",
"Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Jeunesse, part de femmes","Bénéficiaires des aides accordées par le Centre national du livre - Jeunesse, part de femmes",
"Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Histoire et shs, part de femmes","Bénéficiaires des aides accordées par le Centre national du livre - Histoire et shs, part de femmes",
"Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Bande dessinée, part de femmes","Bénéficiaires des aides accordées par le Centre national du livre - Bande dessinée, part de femmes",
"Bénéficiaires des aides accordées par le Centre national du livre (CNL) - Théâtre, part de femmes","Bénéficiaires des aides accordées par le Centre national du livre - Théâtre, part de femmes",
"Bénéficiaires des aides à l'écriture d'œuvres musicales accordées par le ministère de la Culture, part de femmes","Bénéficiaires des aides à l'écriture d'œuvres musicales accordées par le ministère de la Culture, part de femmes",
"Production audiovisuelle, Revenus annuels moyens bruts par équivalent temps plein des femmes par rapport aux hommes","Production audiovisuelle, Revenus annuels moyens bruts par équivalent temps plein des femmes par rapport aux hommes",
"Centre national du livre (CNL)- Montant moyen des aides accordées aux femmes par rapport aux hommes- bourses de résidence","Centre national du livre - Montant moyen des aides accordées aux femmes par rapport aux hommes- bourses de résidence",
"Traducteur·rice, Revenu médian des femmes par rapport aux hommes","Traducteur·rice, Revenu médian des femmes par rapport aux hommes",        
"Centre national du livre (CNL)- Montant moyen des aides accordées aux femmes par rapport aux hommes- bourses de traduction","Centre national du livre - Montant moyen des aides accordées aux femmes par rapport aux hommes- bourses de traduction",
